race_id,track_index,track_bias_text,track_comment
202001010311,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週と同レベルで、かなり速い時計の出る馬場。
202001010312,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と大きくは変わらず、やや速めの時計が出るレベル。
202001010401,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べて風の影響が強く、やや時計は掛かっていた。
202001010402,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べて風の影響が強く、やや時計は掛かっていた。
202001010403,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010404,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010405,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010406,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べて風の影響が強く、やや時計は掛かっていた。
202001010407,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010408,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010409,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べて風の影響が強く、やや時計は掛かっていた。
202001010410,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べて風の影響が強く、やや時計は掛かっていた。
202001010411,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010412,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルでかなり速い時計の出る馬場。
202001010501,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と同レベル。やや速めの時計が出る馬場。
202001010502,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010503,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と同レベル。やや速めの時計が出る馬場。
202001010504,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010505,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010506,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010507,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と同レベル。やや速めの時計が出る馬場。
202001010508,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と同レベル。やや速めの時計が出る馬場。
202001010509,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010510,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週日曜と同レベル。やや速めの時計が出る馬場。
202001010511,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010512,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,いくらか雨の影響が残って、前2週ほどではないものの、速い時計の出る馬場。
202001010601,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010602,-3,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればいくらか馬場は乾いて、時計は掛かっていた。
202001010603,-3,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればいくらか馬場は乾いて、時計は掛かっていた。
202001010604,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010605,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010606,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010607,-3,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればいくらか馬場は乾いて、時計は掛かっていた。
202001010608,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010609,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010610,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001010611,-3,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればいくらか馬場は乾いて、時計は掛かっていた。
202001010612,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020101,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020102,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨の影響が残って脚抜きがよく、1日を通じて速い時計の出る馬場。
202001020103,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨の影響が残って脚抜きがよく、1日を通じて速い時計の出る馬場。
202001020104,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨の影響が残って脚抜きがよく、1日を通じて速い時計の出る馬場。
202001020105,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020106,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020107,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨の影響が残って脚抜きがよく、1日を通じて速い時計の出る馬場。
202001020108,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020109,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020110,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020111,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨の影響が残って脚抜きがよく、1日を通じて速い時計の出る馬場。
202001020112,-5,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,やや時計の出やすいレベルだが、雨の影響が残って、前週までと比較すれば時計は掛かっていた。
202001020201,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020202,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べ、やや馬場は乾いたものの、依然として速い時計の出る馬場。
202001020203,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020204,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べ、やや馬場は乾いたものの、依然として速い時計の出る馬場。
202001020205,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020206,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べ、やや馬場は乾いたものの、依然として速い時計の出る馬場。
202001020207,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べ、やや馬場は乾いたものの、依然として速い時計の出る馬場。
202001020208,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020209,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べ、やや馬場は乾いたものの、依然として速い時計の出る馬場。
202001020210,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020211,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020212,-4,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日よりも馬場は乾いたが、時計の出方は同レベル。やや速めの時計が出る馬場。
202001020301,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020302,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週のように水を含んではおらず、乾いた馬場。時計の出方としては標準レベル。
202001020303,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週のように水を含んではおらず、乾いた馬場。時計の出方としては標準レベル。
202001020304,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020305,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020306,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週のように水を含んではおらず、乾いた馬場。時計の出方としては標準レベル。
202001020307,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020308,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週のように水を含んではおらず、乾いた馬場。時計の出方としては標準レベル。
202001020309,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前週のように水を含んではおらず、乾いた馬場。時計の出方としては標準レベル。
202001020310,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020311,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020312,-12,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,Cコースに替わって最初の開催日で速い時計の出る馬場になった。
202001020401,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020402,0,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日とほぼ同じコンディションで、時計の出方としては標準レベル。
202001020403,0,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日とほぼ同じコンディションで、時計の出方としては標準レベル。
202001020404,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020405,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020406,0,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日とほぼ同じコンディションで、時計の出方としては標準レベル。
202001020407,0,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日とほぼ同じコンディションで、時計の出方としては標準レベル。
202001020408,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020409,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020410,0,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日とほぼ同じコンディションで、時計の出方としては標準レベル。
202001020411,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020412,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで速い時計の出る馬場。
202001020501,-7,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020502,-7,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020503,2,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,乾いた馬場。標準に近いレベルだったが、後半は雨が降り、いくらか時計は出やすくなった。
202001020504,2,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,乾いた馬場。標準に近いレベルだったが、後半は雨が降り、いくらか時計は出やすくなった。
202001020505,2,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,乾いた馬場。標準に近いレベルだったが、後半は雨が降り、いくらか時計は出やすくなった。
202001020506,-7,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020507,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020508,1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,乾いた馬場。標準に近いレベルだったが、後半は雨が降り、いくらか時計は出やすくなった。
202001020509,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020510,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020511,-3,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,高速馬場ではないものの、速めの時計が出るレベルでスタートしたが、午後には雨が降り出し、午前と比べ、時計は掛かっていった。
202001020512,-1,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,乾いた馬場。標準に近いレベルだったが、後半は雨が降り、いくらか時計は出やすくなった。
202001020601,20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020602,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いて脚抜きがよく、速い時計の出る馬場。
202001020603,-15,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いて脚抜きがよく、速い時計の出る馬場。
202001020604,24,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020605,26,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020606,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いて脚抜きがよく、速い時計の出る馬場。
202001020607,-16,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いて脚抜きがよく、速い時計の出る馬場。
202001020608,29,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020609,23,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020610,-17,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いて脚抜きがよく、速い時計の出る馬場。
202001020611,25,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020612,33,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,雨が降り続いてかなり時計の掛かる馬場。今年、ここまでの札幌開催では最も時計が掛かっていた。
202001020701,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場発表ではあったが、前週日曜の雨の影響が残って、やや速めの時計が出るレベル。
202001020702,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020703,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場発表ではあったが、前週日曜の雨の影響が残って、やや速めの時計が出るレベル。
202001020704,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場発表ではあったが、前週日曜の雨の影響が残って、やや速めの時計が出るレベル。
202001020705,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020706,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場発表ではあったが、前週日曜の雨の影響が残って、やや速めの時計が出るレベル。
202001020707,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020708,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020709,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場発表ではあったが、前週日曜の雨の影響が残って、やや速めの時計が出るレベル。
202001020710,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020711,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020712,-11,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,連続開催最終週となったが、乾いた馬場で速い時計の出るレベル。
202001020801,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020802,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020803,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで、やや速めの時計が出る馬場。
202001020804,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで、やや速めの時計が出る馬場。
202001020805,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020806,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020807,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020808,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで、やや速めの時計が出る馬場。
202001020809,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020810,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020811,-9,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べてやや時計は掛かっていたが、それでも速い時計の出るレベル。
202001020812,-6,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と同レベルで、やや速めの時計が出る馬場。
202002010101,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010102,-10,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場ではあるが、乾き切ったコンディションではなく、速めの時計が出るレベル。
202002010103,-10,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場ではあるが、乾き切ったコンディションではなく、速めの時計が出るレベル。
202002010104,-10,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場ではあるが、乾き切ったコンディションではなく、速めの時計が出るレベル。
202002010105,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010106,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010107,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010108,-10,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場ではあるが、乾き切ったコンディションではなく、速めの時計が出るレベル。
202002010109,-10,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,良馬場ではあるが、乾き切ったコンディションではなく、速めの時計が出るレベル。
202002010110,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010111,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010112,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,昨年7月以来の開催で、かなり速い時計の出る馬場。
202002010201,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,開催初日の前日と同レベルで、かなり速い時計の出る馬場。
202002010202,-8,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればやや馬場は乾いたが、それでも速めの時計が出るレベル。
202002010203,-8,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,前日と比べればやや馬場は乾いたが、それでも速めの時計が出るレベル。
202002010204,-20,2025年以降のレースが対象となります。※障害レースを除く中央競馬のみが対象となります,開催初日の前日と同レベルで、かなり速い時計の出る馬場。
