race_id,track_index,track_comment
202501020510,-15,Cコース利用1日目。前週雨の中で施行したため、コースの全周の内柵沿いに傷みがある。
202501020511,-13,Cコース利用1日目。前週雨の中で施行したため、コースの全周の内柵沿いに傷みがある。
202501020512,-8,乾いており、力を要する馬場。時計は標準からやや遅め。
202501020601,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020602,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020603,-14,前日よりさらに乾燥が進んでおり、時計は標準からやや遅め。
202501020604,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020605,-14,前日よりさらに乾燥が進んでおり、時計は標準からやや遅め。
202501020606,-14,前日よりさらに乾燥が進んでおり、時計は標準からやや遅め。
202501020607,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020608,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020609,-14,前日よりさらに乾燥が進んでおり、時計は標準からやや遅め。
202501020610,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020611,-10,Cコース利用2日目。朝方に小雨が降った影響と風も強く時計は標準やや遅め。
202501020612,-14,前日よりさらに乾燥が進んでおり、時計は標準からやや遅め。
202502010101,-24,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010102,-13,含水率が低く、乾いており力が求められる馬場状態。
202502010103,-13,含水率が低く、乾いており力が求められる馬場状態。
202502010104,-23,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010105,-25,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010106,-13,含水率が低く、乾いており力が求められる馬場状態。
202502010107,-24,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010108,-13,含水率が低く、乾いており力が求められる馬場状態。
202502010109,-25,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010110,-25,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010111,-24,Aコース使用1日目。開幕初日で全体的に良好な状態で時計も速い。
202502010112,-13,含水率が低く、乾いており力が求められる馬場状態。
202502010201,-25,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010202,-10,乾燥しているものの、時計は出ており、スピードが要求された。
202502010203,-12,乾燥しているものの、時計は出ており、スピードが要求された。
202502010204,-23,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010205,-25,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010206,-23,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010207,-12,乾燥しているものの、時計は出ており、スピードが要求された。
202502010208,-25,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010209,-22,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010210,-10,乾燥しているものの、時計は出ており、スピードが要求された。
202502010211,-25,Aコース使用2日目。変わらず全体的に良好な状態で高速馬場。
202502010212,-10,乾燥しているものの、時計は出ており、スピードが要求された。
202502010301,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010302,-11,先週同様、乾いた状態が続いており、前有利な傾向。
202502010303,-11,先週同様、乾いた状態が続いており、前有利な傾向。
202502010304,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010305,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010306,-11,先週同様、乾いた状態が続いており、前有利な傾向。
202502010307,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010308,-11,先週同様、乾いた状態が続いており、前有利な傾向。
202502010309,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010310,-19,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010311,-22,Aコース使用3日目。1週利用したものの傷みは少なく全体的に良好な状態。時計も比較的速め。
202502010312,-11,先週同様、乾いた状態が続いており、前有利な傾向。
202502010401,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010402,-26,雨の影響で終日、重馬場。時計も速めの決着が多かった。
202502010403,-25,雨の影響で終日、重馬場。時計も速めの決着が多かった。
202502010404,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010405,-10,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010406,-21,雨の影響で終日、重馬場。時計も速めの決着が多かった。
202502010407,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010408,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010409,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010410,-17,雨の影響で終日、重馬場。時計も速めの決着が多かった。
202502010411,-13,Aコース使用4日目。開催前に降った雨の影響で終日、重馬場で時計は標準。
202502010412,-17,雨の影響で終日、重馬場。時計も速めの決着が多かった。
202502010501,-15,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010502,-18,中間に降った雨の影響で稍重での開催。時計は標準やや速め。
202502010503,-18,中間に降った雨の影響で稍重での開催。時計は標準やや速め。
202502010504,-15,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010505,-15,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010506,-18,中間に降った雨の影響で稍重での開催。時計は標準やや速め。
202502010507,-15,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010508,-18,中間に降った雨の影響で稍重での開催。時計は標準やや速め。
202502010509,-18,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010510,-18,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010511,-18,Aコース使用5日目。3、4コーナーの内柵沿いに傷みが出始めたが、全体としては良好な状態。中間雨の影響で稍重から良に推移。
202502010512,-18,中間に降った雨の影響で稍重での開催。時計は標準やや速め。
202502010601,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010602,-11,前日よりは乾き、良馬場ではあったが、まだ少し水分は含んだ状態。
202502010603,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010604,-11,前日よりは乾き、良馬場ではあったが、まだ少し水分は含んだ状態。
202502010605,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010606,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010607,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010608,-11,前日よりは乾き、良馬場ではあったが、まだ少し水分は含んだ状態。
202502010609,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010610,-11,前日よりは乾き、良馬場ではあったが、まだ少し水分は含んだ状態。
202502010611,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010612,-15,Aコース使用6日目。変わらず全体としては良好。終日良馬場まで回復し、時計の速い状態。
202502010701,3,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010702,-26,前日の雨の影響で時計も出やすい馬場。
202502010703,2,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010704,2,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010705,-26,前日の雨の影響で時計も出やすい馬場。
202502010706,-24,前日の雨の影響で時計も出やすい馬場。
202502010707,1,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010708,1,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010709,1,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010710,-24,前日の雨の影響で時計も出やすい馬場。
202502010711,-1,Aコース使用7日目。水分を含んだやわらかめの重馬場から午後には稍重に推移。
202502010712,-24,前日の雨の影響で時計も出やすい馬場。
202502010801,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010802,-20,水分量は多めで前日同様時計は比較的出やすい状態。
202502010803,-20,水分量は多めで前日同様時計は比較的出やすい状態。
202502010804,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010805,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010806,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010807,-20,水分量は多めで前日同様時計は比較的出やすい状態。
202502010808,-20,水分量は多めで前日同様時計は比較的出やすい状態。
202502010809,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010810,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010811,-20,水分量は多めで前日同様時計は比較的出やすい状態。
202502010812,-8,Aコース使用8日目。変わらず水分を含んでおり終日稍重状態。
202502010901,-23,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010902,-10,好天が続いており、水分量は少なく、時計は標準。
202502010903,-21,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010904,-9,好天が続いており、水分量は少なく、時計は標準。
202502010905,-21,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010906,-21,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010907,-9,好天が続いており、水分量は少なく、時計は標準。
202502010908,-9,好天が続いており、水分量は少なく、時計は標準。
202502010909,-21,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010910,-23,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010911,-21,今週からBコース（Aコースから4メートル外に内柵を設置）を使用。全体的に良好な状態で時計も速め。
202502010912,-10,好天が続いており、水分量は少なく、時計は標準。
202502010A01,,
202502010A02,,
202502010A03,,
202502010A04,,
202502010A05,,
202502010A06,,
202502010A07,,
202502010A08,,
202502010A09,,
202502010A10,,
202502010A11,,
202502010A12,,
202502010B01,,
202502010B02,,
202502010B03,,
202502010B04,,
202502010B05,,
202502010B06,,
202502010B07,,
202502010B08,,
202502010B09,,
202502010B10,,
202502010B11,,
202502010B12,,
202502010C01,,
202502010C02,,
202502010C03,,
202502010C04,,
202502010C05,,
202502010C06,,
202502010C07,,
202502010C08,,
202502010C09,,
202502010C10,,
202502010C11,,
202502010C12,,
202503010101,2,昨年の秋開催終了後、クッション砂の粒が細かくなった3、4コーナー内側部分の砂を取り替え。かなり乾いた馬場状態。
202503010102,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010103,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010104,2,昨年の秋開催終了後、クッション砂の粒が細かくなった3、4コーナー内側部分の砂を取り替え。かなり乾いた馬場状態。
202503010105,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010106,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010107,2,昨年の秋開催終了後、クッション砂の粒が細かくなった3、4コーナー内側部分の砂を取り替え。かなり乾いた馬場状態。
202503010108,-20,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010109,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010110,2,昨年の秋開催終了後、クッション砂の粒が細かくなった3、4コーナー内側部分の砂を取り替え。かなり乾いた馬場状態。
202503010111,2,昨年の秋開催終了後、クッション砂の粒が細かくなった3、4コーナー内側部分の砂を取り替え。かなり乾いた馬場状態。
202503010112,-21,Aコース使用1日目。昨年秋開催で傷んだ馬場の早期修復作業により、芝の生育は順調で全体的に良好な状態。
202503010201,2,かなり乾いたパサパサの馬場状態。午後から降雨も良のまま。時計は標準より遅め。
202503010202,-18,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010203,-14,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010204,2,かなり乾いたパサパサの馬場状態。午後から降雨も良のまま。時計は標準より遅め。
202503010205,-14,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010206,-18,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010207,-14,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010208,2,かなり乾いたパサパサの馬場状態。午後から降雨も良のまま。時計は標準より遅め。
202503010209,-18,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010210,2,かなり乾いたパサパサの馬場状態。午後から降雨も良のまま。時計は標準より遅め。
202503010211,-12,Aコース使用2日目。昨日使用した影響もなく、やや乾燥気味な馬場状態。
202503010212,2,かなり乾いたパサパサの馬場状態。午後から降雨も良のまま。時計は標準より遅め。
202503010301,-2,週前半に降った雨の水分がゆっくりと乾いている。良馬場だが稍重に近い含水率。
202503010302,-15,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010303,-11,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010304,0,週前半に降った雨の水分がゆっくりと乾いている。良馬場だが稍重に近い含水率。
202503010305,-13,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010306,-15,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010307,0,週前半に降った雨の水分がゆっくりと乾いている。良馬場だが稍重に近い含水率。
202503010308,-2,週前半に降った雨の水分がゆっくりと乾いている。良馬場だが稍重に近い含水率。
202503010309,-12,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010310,-12,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010311,0,週前半に降った雨の水分がゆっくりと乾いている。良馬場だが稍重に近い含水率。
202503010312,-15,開幕2週目でAコース使用3日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、それ以外は良好な状態。
202503010401,-1,前日より乾きが進み、良馬場の含水率になり時計も標準よりかかっていた
202503010402,0,前日より乾きが進み、良馬場の含水率になり時計も標準よりかかっていた
202503010403,-10,Aコース使用4日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、避けるほどではない。
202503010404,-8,Aコース使用4日目。3、4コーナーにかけて内柵沿いに若干の痛みがあるものの、避けるほどではない。
